outcome,player,league,season,apps,goals,club,name_source,transfermarkt_name
unknown-club,"Cenk Tosun","Süper Lig",2012,32,10,,,"Gaziantepspor"
unknown-club,"Cenk Tosun","Süper Lig",2013,31,13,,,"Gaziantepspor"
ambiguous,"Cenk Tosun","Süper Lig",2024,12,1,,,"Besiktas | Fenerbahçe"
ambiguous,"Cenk Tosun","Süper Lig",2025,11,1,,,"Fenerbahçe | Kasimpasa"
no-candidates,"César Azpilicueta","UEFA Europa League",2006,1,0,,,""
ambiguous,"Ché Adams","Championship",2016,40,7,,,"Sheff Utd | Birmingham"
no-candidates,"Cher Ndour","Primeira Liga",2022,1,0,,,""
no-candidates,"Chicharito","UEFA Champions League",2010,9,4,,,""
no-candidates,"Chris","Bundesliga",2003,25,3,,,""
no-candidates,"Chris","Bundesliga",2005,22,2,,,""
no-candidates,"Chris","Bundesliga",2006,13,0,,,""
no-candidates,"Chris","Bundesliga",2007,10,1,,,""
no-candidates,"Chris","Bundesliga",2008,19,0,,,""
no-candidates,"Chris","Bundesliga",2009,29,1,,,""
no-candidates,"Chris","Bundesliga",2010,7,2,,,""
no-candidates,"Chris","Bundesliga",2011,8,1,,,""
no-candidates,"Chris Baird","Championship",2005,17,0,,,""
no-candidates,"Chris Baird","Championship",2006,44,3,,,""
no-candidates,"Chris Baird","Championship",2013,7,0,,,""
no-candidates,"Chris Baird","Championship",2015,14,0,,,""
no-candidates,"Chris Baird","Championship",2016,33,0,,,""
no-candidates,"Chris Baird","Championship",2017,22,0,,,""
no-candidates,"Christian Benteke","UEFA Europa League",2008,2,0,,,""
no-candidates,"Christian Poulsen","UEFA Europa League",2001,3,0,,,""
no-candidates,"Christian Poulsen","UEFA Europa League",2002,5,0,,,""
no-candidates,"Christian Poulsen","UEFA Europa League",2003,2,0,,,""
no-candidates,"Christian Poulsen","UEFA Europa League",2004,8,0,,,""
no-candidates,"Christian Poulsen","UEFA Europa League",2005,8,0,,,""
no-candidates,"Christian Poulsen","UEFA Europa League",2006,15,1,,,""
no-candidates,"Christian Poulsen","Eredivisie",2012,25,0,,,""
no-candidates,"Christian Poulsen","Eredivisie",2013,29,1,,,""
no-candidates,"Christoph Metzelder","UEFA Europa League",2001,8,0,,,""
ambiguous,"Chris Wood","Championship",2010,7,0,,,"Barnsley | Brighton"
no-candidates,"Claudio Marchisio","UEFA Europa League",2007,2,0,,,""
no-candidates,"Claudio Pizarro","UEFA Europa League",1999,9,3,,,""
no-candidates,"Claudio Pizarro","UEFA Europa League",2000,5,4,,,""
no-candidates,"Claudio Pizarro","UEFA Europa League",2008,9,5,,,""
no-candidates,"Clemens Fritz","UEFA Europa League",2005,2,0,,,""
no-candidates,"Clemens Fritz","UEFA Europa League",2006,6,1,,,""
no-candidates,"Clemens Fritz","UEFA Europa League",2007,3,0,,,""
no-candidates,"Clemens Fritz","UEFA Europa League",2008,7,0,,,""
no-candidates,"Cody Gakpo","Eredivisie",2017,1,0,,,""
ambiguous,"Conor Coady","Championship",2015,37,0,,,"Huddersfield | Wolves"
no-candidates,"Cris","Ligue 1",2010,21,1,,,""
no-candidates,"Cris","Ligue 1",2011,20,2,,,""
no-candidates,"Cris","Süper Lig",2012,10,1,,,""
no-candidates,"Cris","Ligue 1",2012,2,0,,,""
no-candidates,"Cristian Chivu","Eredivisie",1999,23,1,,,""
no-candidates,"Cristian Chivu","UEFA Europa League",1999,4,0,,,""
no-candidates,"Cristian Chivu","Eredivisie",2000,26,5,,,""
no-candidates,"Cristian Chivu","UEFA Europa League",2000,4,0,,,""
no-candidates,"Cristian Chivu","Eredivisie",2001,32,1,,,""
no-candidates,"Cristian Chivu","UEFA Europa League",2001,4,0,,,""
no-candidates,"Cristian Chivu","Eredivisie",2002,26,6,,,""
no-candidates,"Cristian Chivu","UEFA Europa League",2003,5,0,,,""
no-candidates,"Cristian Chivu","UEFA Europa League",2005,4,0,,,""
no-candidates,"Cristian Săpunaru","UEFA Europa League",2006,3,0,,,""
no-candidates,"Cristian Săpunaru","UEFA Europa League",2007,2,0,,,""
no-candidates,"Cristian Săpunaru","Primeira Liga",2008,17,0,,,""
no-candidates,"Cristian Săpunaru","UEFA Champions League",2009,4,0,,,""
no-candidates,"Cristian Săpunaru","Primeira Liga",2009,5,0,,,""
no-candidates,"Cristian Săpunaru","Primeira Liga",2010,19,0,,,""
no-candidates,"Cristian Săpunaru","Primeira Liga",2011,15,2,,,""
no-candidates,"Cristian Săpunaru","Süper Lig",2017,28,0,,,""
no-candidates,"Cristian Săpunaru","Süper Lig",2018,31,2,,,""
no-candidates,"Cristian Săpunaru","Süper Lig",2019,13,1,,,""
no-candidates,"Cristian Săpunaru","Süper Lig",2020,25,0,,,""
no-candidates,"Dani Alves","UEFA Europa League",2004,9,0,,,""
no-candidates,"Dani Alves","UEFA Europa League",2005,13,0,,,""
no-candidates,"Dani Alves","UEFA Europa League",2006,14,2,,,""
no-candidates,"Daniel Carriço","Primeira Liga",2008,22,0,,,""
no-candidates,"Daniel Carriço","UEFA Champions League",2008,2,0,,,""
no-candidates,"Daniel Carriço","Primeira Liga",2009,25,1,,,""
no-candidates,"Daniel Carriço","Primeira Liga",2010,24,0,,,""
no-candidates,"Daniel Carriço","Primeira Liga",2011,19,1,,,""
no-candidates,"Daniel Carriço","Primeira Liga",2012,1,0,,,""
no-candidates,"Daniele De Rossi","UEFA Europa League",2003,6,1,,,""
no-candidates,"Daniele De Rossi","UEFA Europa League",2005,7,0,,,""
no-candidates,"Daniel Osvaldo","Serie A",2007,13,5,,,""
no-candidates,"Daniel Osvaldo","UEFA Europa League",2007,8,1,,,""
no-candidates,"Daniel Osvaldo","UEFA Champions League",2008,3,0,,,""
no-candidates,"Daniel Osvaldo","Serie A",2008,12,0,,,""
no-candidates,"Daniel Osvaldo","La Liga",2009,20,7,,,""
no-candidates,"Daniel Osvaldo","Serie A",2009,13,3,,,""
no-candidates,"Daniel Osvaldo","Primeira Liga",2015,7,1,,,""
ambiguous,"Daniel Podence","Primeira Liga",2016,13,0,,,"Sporting | Moreirense"
unknown-club,"Daniel Podence","Saudi Pro League",2024,19,2,,,"Al-Shabab"
no-candidates,"Daniel Sturridge","UEFA Europa League",2008,5,0,,,""
no-candidates,"Daniel Sturridge","Süper Lig",2019,11,4,,,""
no-candidates,"Daniel Van Buyten","UEFA Europa League",2005,10,2,,,""
no-candidates,"Daniel Van Buyten","UEFA Europa League",2007,3,1,,,""
no-candidates,"Danilho Doekhi","Eredivisie",2015,1,0,,,""
ambiguous,"Dani Parejo","Championship",2008,14,0,,,"RM Castilla | QPR"
no-candidates,"Danny","Primeira Liga",2001,20,5,,,""
no-candidates,"Danny","UEFA Europa League",2002,1,0,,,""
no-candidates,"Danny","Primeira Liga",2002,15,0,,,""
no-candidates,"Danny","Primeira Liga",2003,29,1,,,""
no-candidates,"Danny","Primeira Liga",2004,9,0,,,""
no-candidates,"Danny","UEFA Europa League",2004,3,0,,,""
no-candidates,"Danny","UEFA Europa League",2008,4,0,,,""
no-candidates,"Danny","UEFA Champions League",2011,6,1,,,""
no-candidates,"Danny","UEFA Champions League",2012,3,2,,,""
no-candidates,"Danny","UEFA Champions League",2013,5,0,,,""
no-candidates,"Danny","UEFA Champions League",2014,6,1,,,""
no-candidates,"Danny","UEFA Champions League",2015,8,1,,,""
no-candidates,"Danny","Primeira Liga",2018,13,0,,,""
no-candidates,"Danny Drinkwater","Championship",2010,12,0,,,""
no-candidates,"Danny Drinkwater","Championship",2011,19,2,,,""
no-candidates,"Danny Drinkwater","Championship",2012,42,1,,,""
no-candidates,"Danny Drinkwater","Championship",2013,45,7,,,""
no-candidates,"Danny Drinkwater","Süper Lig",2020,11,0,,,""
no-candidates,"Danny Drinkwater","Championship",2021,33,1,,,""
ambiguous,"Danny Ings","Championship",2011,15,3,,,"Bournemouth | Burnley"
no-candidates,"Danny Rose","Championship",2008,7,0,,,""
no-candidates,"Danny Rose","Championship",2009,6,0,,,""
no-candidates,"Danny Rose","Championship",2010,17,0,,,""
no-candidates,"Darijo Srna","UEFA Europa League",2001,2,1,,,""
no-candidates,"Darijo Srna","UEFA Europa League",2002,2,0,,,""
no-candidates,"Darijo Srna","UEFA Europa League",2003,1,0,,,""
no-candidates,"Darijo Srna","UEFA Europa League",2004,4,0,,,""
no-candidates,"Darijo Srna","UEFA Europa League",2005,8,0,,,""
no-candidates,"Darijo Srna","UEFA Europa League",2006,3,1,,,""
no-candidates,"Darijo Srna","UEFA Europa League",2008,9,0,,,""
no-candidates,"Dário Essugo","Primeira Liga",2020,1,0,,,""
no-candidates,"Dário Essugo","Primeira Liga",2021,1,0,,,""
no-candidates,"Dário Essugo","Primeira Liga",2022,4,0,,,""
ambiguous,"Dário Essugo","Primeira Liga",2023,14,0,,,"Sporting | Chaves"
no-candidates,"Darren Bent","UEFA Europa League",2001,1,0,,,""
no-candidates,"Darren Bent","UEFA Europa League",2002,3,1,,,""
no-candidates,"Darren Bent","Championship",2004,45,20,,,""
no-candidates,"Darren Bent","UEFA Europa League",2007,8,2,,,""
no-candidates,"Darren Bent","UEFA Europa League",2008,6,4,,,""
no-candidates,"Darren Bent","Championship",2014,15,10,,,""
no-candidates,"Darren Bent","Championship",2015,21,2,,,""
no-candidates,"Darren Bent","Championship",2016,37,10,,,""
no-candidates,"Darren Bent","Championship",2017,15,2,,,""
no-candidates,"Darren Fletcher","Championship",2018,11,1,,,""
no-candidates,"David Affengruber","Bundesliga",2021,30,1,,,""
no-candidates,"David Affengruber","Bundesliga",2022,27,4,,,""
no-candidates,"David Affengruber","Bundesliga",2023,28,2,,,""
no-candidates,"David Beckham","Premier League",1994,4,0,,,""
no-candidates,"David Beckham","UEFA Europa League",1995,2,0,,,""
no-candidates,"David Beckham","UEFA Europa League",2008,2,0,,,""
no-candidates,"David Bentley","UEFA Champions League",2003,1,0,,,""
no-candidates,"David Bentley","UEFA Europa League",2006,8,3,,,""
no-candidates,"David Bentley","UEFA Europa League",2007,2,0,,,""
no-candidates,"David Bentley","UEFA Europa League",2008,5,1,,,""
no-candidates,"David Bentley","Championship",2011,5,0,,,""
no-candidates,"David Bentley","Championship",2012,5,0,,,""
ambiguous,"David Carmo","Primeira Liga",2022,9,0,,,"Braga | Porto"
no-candidates,"David Luiz","Primeira Liga",2006,10,0,,,""
no-candidates,"David Luiz","UEFA Europa League",2006,4,0,,,""
no-candidates,"David Luiz","Primeira Liga",2007,8,0,,,""
no-candidates,"David Luiz","UEFA Europa League",2007,1,0,,,""
no-candidates,"David Luiz","UEFA Europa League",2008,2,1,,,""
no-candidates,"David Luiz","Primeira Liga",2008,19,2,,,""
no-candidates,"David Luiz","Primeira Liga",2009,29,2,,,""
no-candidates,"David Luiz","Primeira Liga",2010,16,0,,,""
no-candidates,"David Luiz","Premier League",2010,12,2,,,""
no-candidates,"David Luiz","Premier League",2011,20,2,,,""
no-candidates,"David Luiz","UEFA Champions League",2011,11,1,,,""
no-candidates,"David Luiz","Premier League",2012,30,2,,,""
no-candidates,"David Luiz","UEFA Champions League",2012,6,2,,,""
no-candidates,"David Luiz","UEFA Champions League",2013,8,0,,,""
no-candidates,"David Luiz","Premier League",2013,19,0,,,""
no-candidates,"David Luiz","Ligue 1",2014,28,2,,,""
no-candidates,"David Luiz","UEFA Champions League",2014,10,2,,,""
no-candidates,"David Luiz","Ligue 1",2015,25,1,,,""
no-candidates,"David Luiz","UEFA Champions League",2015,7,1,,,""
no-candidates,"David Luiz","Ligue 1",2016,3,0,,,""
no-candidates,"David Luiz","Premier League",2016,33,1,,,""
no-candidates,"David Luiz","UEFA Champions League",2017,4,1,,,""
no-candidates,"David Luiz","Premier League",2017,10,1,,,""
no-candidates,"David Luiz","Premier League",2018,36,3,,,""
no-candidates,"David Luiz","Premier League",2019,33,2,,,""
no-candidates,"David Luiz","Premier League",2020,20,1,,,""
no-candidates,"David Luiz","UEFA Champions League",2025,7,1,,,""
no-candidates,"David Pizarro","UEFA Europa League",2003,2,0,,,""
no-candidates,"David Pizarro","UEFA Europa League",2004,2,0,,,""
no-candidates,"David Silva","UEFA Europa League",2008,3,1,,,""
no-candidates,"David Villa","UEFA Europa League",2004,10,3,,,""
no-candidates,"David Villa","UEFA Europa League",2008,5,1,,,""
no-candidates,"Davy Klaassen","Eredivisie",2011,4,1,,,""
ambiguous,"Davy Pröpper","Eredivisie",2015,33,10,,,"Vitesse | PSV Eindhoven"
no-candidates,"Dayot Upamecano","Bundesliga",2015,2,0,,,""
no-candidates,"Demarai Gray","Championship",2013,7,1,,,""
no-candidates,"Demba Ba","Süper Lig",2014,29,18,,,""
no-candidates,"Demba Ba","Süper Lig",2016,2,1,,,""
no-candidates,"Demba Ba","Süper Lig",2017,13,7,,,""
no-candidates,"Demba Ba","Süper Lig",2018,5,2,,,""
no-candidates,"Demba Ba","Süper Lig",2019,28,13,,,""
no-candidates,"Demba Ba","Süper Lig",2020,26,5,,,""
ambiguous,"Denzel Dumfries","Eredivisie",2018,34,4,,,"Heerenveen | PSV"
no-candidates,"Derrick Luckassen","UEFA Champions League",2025,14,1,,,""
no-candidates,"Diadié Samassékou","Bundesliga",2017,29,0,,,""
no-candidates,"Diadié Samassékou","Bundesliga",2018,26,1,,,""
no-candidates,"Didier Drogba","UEFA Europa League",2003,8,6,,,""
no-candidates,"Didier Drogba","Süper Lig",2012,13,5,,,""
no-candidates,"Didier Drogba","Süper Lig",2013,24,10,,,""
no-candidates,"Didier Zokora","UEFA Europa League",2000,4,1,,,""
no-candidates,"Didier Zokora","UEFA Europa League",2006,9,0,,,""
no-candidates,"Didier Zokora","UEFA Europa League",2007,10,0,,,""
no-candidates,"Didier Zokora","UEFA Europa League",2008,7,0,,,""
no-candidates,"Didier Zokora","Süper Lig",2011,21,0,,,""
no-candidates,"Didier Zokora","Süper Lig",2012,27,0,,,""
no-candidates,"Didier Zokora","Süper Lig",2013,24,0,,,""
no-candidates,"Didier Zokora","Süper Lig",2014,25,0,,,""
no-candidates,"Diego","Primeira Liga",2004,30,3,,,""
no-candidates,"Diego","UEFA Champions League",2004,6,1,,,""
no-candidates,"Diego","UEFA Champions League",2005,4,1,,,""
no-candidates,"Diego","Primeira Liga",2005,19,1,,,""
no-candidates,"Diego","UEFA Europa League",2006,8,1,,,""
no-candidates,"Diego","UEFA Champions League",2006,6,1,,,""
no-candidates,"Diego","Bundesliga",2006,33,13,,,""
no-candidates,"Diego","UEFA Champions League",2007,5,1,,,""
no-candidates,"Diego","UEFA Europa League",2007,3,1,,,""
no-candidates,"Diego","Bundesliga",2007,30,13,,,""
no-candidates,"Diego","UEFA Europa League",2008,8,6,,,""
no-candidates,"Diego","Bundesliga",2008,21,12,,,""
no-candidates,"Diego","UEFA Champions League",2008,5,1,,,""
no-candidates,"Diego","Serie A",2009,33,5,,,""
no-candidates,"Diego","UEFA Champions League",2009,5,0,,,""
no-candidates,"Diego","Süper Lig",2014,25,3,,,""
no-candidates,"Diego","Süper Lig",2015,28,2,,,""
no-candidates,"Diego Costa","UEFA Europa League",2006,2,1,,,""
no-candidates,"Diego Costa","Primeira Liga",2006,7,0,,,""
no-candidates,"Diego Godín","UEFA Europa League",2007,7,0,,,""
no-candidates,"Diego Milito","UEFA Europa League",2007,2,0,,,""
no-candidates,"Diego Moreira","Primeira Liga",2021,1,0,,,""
no-candidates,"Diego Perotti","Süper Lig",2020,4,3,,,""
no-candidates,"Dimitar Berbatov","UEFA Europa League",1999,2,0,,,""
no-candidates,"Dimitar Berbatov","UEFA Europa League",2000,2,0,,,""
no-candidates,"Dimitar Berbatov","UEFA Europa League",2005,2,0,,,""
no-candidates,"Dimitar Berbatov","UEFA Europa League",2006,8,7,,,""
no-candidates,"Dimitar Berbatov","UEFA Europa League",2007,8,5,,,""
no-candidates,"Dimitri Payet","UEFA Europa League",2008,10,3,,,""
no-candidates,"Diogo Figueiras","Primeira Liga",2011,2,0,,,""
no-candidates,"Diogo Figueiras","Primeira Liga",2012,19,0,,,""
no-candidates,"Diogo Figueiras","Primeira Liga",2017,3,0,,,""
no-candidates,"Diogo Figueiras","Primeira Liga",2018,3,0,,,""
no-candidates,"Diogo Figueiras","Primeira Liga",2019,18,0,,,""
no-candidates,"Diogo Figueiras","Primeira Liga",2020,19,0,,,""
no-candidates,"Diogo Figueiras","Primeira Liga",2021,15,0,,,""
no-candidates,"Diogo Leite","Primeira Liga",2018,3,1,,,""
ambiguous,"Diogo Leite","Primeira Liga",2021,23,0,,,"Porto | Braga"
no-candidates,"Dirk Kuyt","Eredivisie",1998,28,5,,,""
no-candidates,"Dirk Kuyt","Eredivisie",1999,32,6,,,""
no-candidates,"Dirk Kuyt","Eredivisie",2000,32,13,,,""
no-candidates,"Dirk Kuyt","UEFA Europa League",2001,4,1,,,""
no-candidates,"Dirk Kuyt","Eredivisie",2001,34,7,,,""
no-candidates,"Dirk Kuyt","Eredivisie",2002,34,20,,,""
no-candidates,"Dirk Kuyt","UEFA Europa League",2002,2,0,,,""
no-candidates,"Dirk Kuyt","Eredivisie",2003,34,20,,,""
no-candidates,"Dirk Kuyt","UEFA Europa League",2003,4,1,,,""
no-candidates,"Dirk Kuyt","Eredivisie",2004,34,29,,,""
no-candidates,"Dirk Kuyt","UEFA Europa League",2004,7,3,,,""
no-candidates,"Dirk Kuyt","Eredivisie",2005,33,22,,,""
no-candidates,"Dirk Kuyt","UEFA Europa League",2005,2,1,,,""
no-candidates,"Dirk Kuyt","Süper Lig",2012,31,8,,,""
no-candidates,"Dirk Kuyt","Süper Lig",2013,32,10,,,""
no-candidates,"Dirk Kuyt","Süper Lig",2014,32,8,,,""
no-candidates,"Dirk Kuyt","Eredivisie",2015,32,19,,,""
no-candidates,"Dirk Kuyt","Eredivisie",2016,31,12,,,""
no-candidates,"Djibril Cissé","UEFA Europa League",2002,3,0,,,""
no-candidates,"Djibril Cissé","UEFA Europa League",2003,7,2,,,""
no-candidates,"Djibril Cissé","UEFA Europa League",2007,4,2,,,""
no-candidates,"Dominik Szoboszlai","Bundesliga",2018,16,3,,,""
no-candidates,"Dominik Szoboszlai","Bundesliga",2019,27,9,,,""
no-candidates,"Donyell Malen","Eredivisie",2017,4,0,,,""
ambiguous,"Dries Mertens","Eredivisie",2009,34,6,,,"AGOVV | FC Utrecht"
no-candidates,"Duje Caleta-Car","Bundesliga",2015,31,2,,,""
no-candidates,"Duje Caleta-Car","Bundesliga",2016,18,0,,,""
no-candidates,"Duje Caleta-Car","Bundesliga",2017,28,2,,,""
ambiguous,"Dušan Tadić","Eredivisie",2012,33,12,,,"FC Groningen | FC Twente"
ambiguous,"Dwight Gayle","Championship",2012,29,13,,,"Dag & Red FC | Peterborough"
ambiguous,"Eberechi Eze","Championship",2017,16,2,,,"QPR | Wycombe"
no-candidates,"Éder","Serie A",2006,5,0,,,""
no-candidates,"Éder","UEFA Europa League",2007,1,0,,,""
no-candidates,"Éder","Primeira Liga",2008,24,1,,,""
no-candidates,"Éder","Primeira Liga",2009,22,4,,,""
no-candidates,"Éder","Primeira Liga",2010,21,2,,,""
no-candidates,"Éder","Primeira Liga",2011,16,5,,,""
no-candidates,"Éder","Primeira Liga",2012,18,13,,,""
no-candidates,"Éder","Primeira Liga",2013,13,3,,,""
no-candidates,"Éder","Primeira Liga",2014,28,10,,,""
no-candidates,"Éder","Saudi Pro League",2021,22,6,,,""
no-candidates,"Edson Braafheid","Eredivisie",2003,14,0,,,""
no-candidates,"Edson Braafheid","UEFA Europa League",2003,1,0,,,""
no-candidates,"Edson Braafheid","UEFA Europa League",2004,4,0,,,""
no-candidates,"Edson Braafheid","Eredivisie",2004,23,0,,,""
no-candidates,"Edson Braafheid","Eredivisie",2005,31,2,,,""
no-candidates,"Edson Braafheid","Eredivisie",2006,11,0,,,""
no-candidates,"Edson Braafheid","Eredivisie",2007,32,0,,,""
no-candidates,"Edson Braafheid","UEFA Europa League",2007,1,0,,,""
no-candidates,"Edson Braafheid","Eredivisie",2008,33,1,,,""
no-candidates,"Edson Braafheid","UEFA Europa League",2008,7,0,,,""
no-candidates,"Edson Braafheid","Eredivisie",2012,25,0,,,""
no-candidates,"Edson Braafheid","Eredivisie",2016,5,0,,,""
no-candidates,"Edson Braafheid","Eredivisie",2017,8,0,,,""
ambiguous,"Eduardo Quaresma","Primeira Liga",2021,25,2,,,"Sporting | Tondela"
no-candidates,"Eljero Elia","Eredivisie",2004,4,1,,,""
no-candidates,"Eljero Elia","Eredivisie",2005,30,2,,,""
no-candidates,"Eljero Elia","Eredivisie",2006,25,3,,,""
no-candidates,"Eljero Elia","UEFA Europa League",2007,2,0,,,""
no-candidates,"Eljero Elia","Eredivisie",2007,30,2,,,""
no-candidates,"Eljero Elia","Eredivisie",2008,34,9,,,""
no-candidates,"Eljero Elia","UEFA Europa League",2008,6,1,,,""
no-candidates,"Eljero Elia","Eredivisie",2015,31,8,,,""
no-candidates,"Eljero Elia","Eredivisie",2016,24,9,,,""
no-candidates,"Eljero Elia","Süper Lig",2017,24,5,,,""
no-candidates,"Eljero Elia","Süper Lig",2018,21,1,,,""
no-candidates,"Eljero Elia","Süper Lig",2019,23,3,,,""
no-candidates,"Eljero Elia","Eredivisie",2020,20,2,,,""
no-candidates,"Emmanuel Adebayor","UEFA Europa League",2005,5,3,,,""
no-candidates,"Emmanuel Adebayor","Süper Lig",2016,11,6,,,""
no-candidates,"Emmanuel Adebayor","Süper Lig",2017,30,15,,,""
no-candidates,"Emmanuel Adebayor","Süper Lig",2018,19,3,,,""
no-candidates,"Emmanuel Adebayor","Süper Lig",2019,8,2,,,""
ambiguous,"Emmanuel Agbadou","Ligue 1",2019,18,1,,,"US Monastir | FC San Pedro"
ambiguous,"Emmanuel Dennis","Championship",2024,6,0,,,"Nott'm Forest | Blackburn"
no-candidates,"Emmanuel Eboué","UEFA Europa League",2004,5,0,,,""
no-candidates,"Emmanuel Eboué","Süper Lig",2011,25,2,,,""
no-candidates,"Emmanuel Eboué","Süper Lig",2012,28,0,,,""
no-candidates,"Emmanuel Eboué","Süper Lig",2013,18,1,,,""
no-candidates,"Emmanuel Emegha","Bundesliga",2022,27,9,,,""
no-candidates,"Emmanuel Emenike","Süper Lig",2010,23,14,,,""
no-candidates,"Emmanuel Emenike","Süper Lig",2013,28,12,,,""
no-candidates,"Emmanuel Emenike","Süper Lig",2014,27,4,,,""
no-candidates,"Emmanuel Emenike","Süper Lig",2016,16,4,,,""
no-candidates,"Enock Mwepu","Bundesliga",2017,8,1,,,""
no-candidates,"Enock Mwepu","Bundesliga",2018,19,1,,,""
no-candidates,"Enock Mwepu","Bundesliga",2019,25,4,,,""
no-candidates,"Enock Mwepu","Bundesliga",2020,29,5,,,""
